"","Original_File_Name","Date","County","Med_County_Sales","Rec_County_Sales"
"183","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Clear Creek",$97,965,$396,938
"184","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Costilla",$1,$0
"185","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Denver",$13,476,218,$12,245,778
"186","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Eagle",$132,878,$1
"187","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"El Paso",$5,342,494,$0
"188","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Fremont",$228,665,$0
"189","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Garfield",$418,280,$392,391
"190","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Gilpin",$38,278,$145,630
"191","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Grand",$1,$0
"192","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Gunnison",$1,$1
"193","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Jefferson",$1,889,080,$1,445,315
"194","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Lake",$0,$1
"195","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"La Plata",$544,589,$0
"196","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Larimer",$1,112,079,$1
"197","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Mesa",$1,$0
"198","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Moffat",$1,$0
"199","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Montezuma",$115,548,$0
"200","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Montrose",$1,$0
"201","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Ouray",$1,$1
"202","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Park",$1,$1
"203","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Pitkin",$110,679,$322,473
"204","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Pueblo",$403,341,$1,571,864
"205","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Routt",$1,$1
"206","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Saguache",$1,$0
"207","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"San Miguel",$75,455,$451,452
"208","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Sedgwick",$1,$1
"209","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Summit",$203,354,$686,139
"210","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Teller",$1,$0
"211","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Weld",$470,633,$795,293
"212","0614_MarijuanaSalesReport PUBLISH.xlsx",2014-06-30,"Non-Reported",$828,579,$2,931,074
"213","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Adams",$452,488,$1
"214","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Alamosa",$1,$0
"215","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Arapahoe",$1,470,823,$0
"216","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Archuleta",$1,$0
"217","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Boulder",$2,547,883,$3,192,671
"218","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Chaffee",$92,938,$0
"219","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Clear Creek",$108,796,$473,299
"220","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Costilla",$1,$0
"221","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Denver",$14,083,010,$14,518,417
"222","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Eagle",$165,132,$1
"223","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"El Paso",$5,895,119,$1
"224","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Fremont",$250,084,$0
"225","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Garfield",$446,439,$403,958
"226","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Gilpin",$36,110,$160,328
"227","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Grand",$1,$0
"228","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Gunnison",$1,$307,664
"229","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Jefferson",$1,913,729,$1,699,749
"230","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Lake",$0,$1
"231","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"La Plata",$604,088,$0
"232","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Larimer",$1,087,000,$1,083,910
"233","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Mesa",$1,$0
"234","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Moffat",$1,$0
"235","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Montezuma",$120,802,$0
"236","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Montrose",$1,$0
"237","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Ouray",$1,$1
"238","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Park",$1,$1
"239","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Pitkin",$117,930,$505,148
"240","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Pueblo",$459,326,$1,985,679
"241","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Routt",$1,$1
"242","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Saguache",$1,$1
"243","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"San Miguel",$49,131,$548,213
"244","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Sedgwick",$1,$1
"245","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Summit",$189,746,$981,349
"246","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Teller",$1,$0
"247","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Weld",$303,374,$1,168,267
"248","0714_MarijuanaSalesReport PUBLISH.xlsx",2014-07-31,"Non-Reported",$743,675,$2,838,140
"249","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Adams",$481,873,$1
"250","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Alamosa",$1,$0
"251","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Arapahoe",$1,453,140,$0
"252","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Archuleta",$1,$0
"253","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Boulder",$2,728,671,$3,644,021
"254","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Chaffee",$75,887,$1
"255","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Clear Creek",$102,919,$480,132
"256","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Costilla",$1,$0
"257","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Denver",$15,861,744,$15,901,236
"258","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Eagle",$171,357,$414,091
"259","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"El Paso",$6,327,504,$1
"260","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Fremont",$268,966,$0
"261","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Garfield",$531,623,$603,468
"262","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Gilpin",$42,366,$155,054
"263","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Grand",$1,$0
"264","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Gunnison",$1,$309,611
"265","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Jefferson",$2,021,406,$1,858,831
"266","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Lake",$0,$1
"267","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"La Plata",$657,993,$0
"268","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Larimer",$1,207,539,$1,340,810
"269","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Mesa",$1,$0
"270","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Moffat",$1,$0
"271","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Montezuma",$132,833,$0
"272","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Montrose",$1,$0
"273","0814_MarijuanaSalesReport PUBLISH.xlsx",2014-08-31,"Ouray",$1,$1
